id,rank,rikishi,w,l
878,Y1e,Asashoryu,1,2
19,O1e,Tochiazuma,2,5
2830,O1w,Kotooshu,8,7
8,O2e,Chiyotaikai,10,5
7,O2w,Kaio,9,6
1123,O3w,Hakuho,14,1
876,S1e,Kotomitsuki,8,7
842,S1w,Miyabiyama,14,1
41,K1e,Kyokutenho,5,10
1111,K1w,Ama,4,11
1235,M1e,Kisenosato,8,7
1204,M1w,Kakizoe,6,9
1009,M2e,Asasekiryu,10,5
39,M2w,Wakanosato,6,9
1226,M3e,Kotoshogiku,9,6
89,M3w,Aminishiki,5,10
2818,M4e,Tokitenku,5,10
1284,M4w,Takekaze,2,13
35,M5e,Kyokushuzan,9,6
1421,M5w,Roho,8,7
152,M6e,Tamanoshima,6,9
1187,M6w,Kokkai,8,7
2834,M7e,Futeno,9,6
31,M7w,Dejima,8,7
865,M8e,Kasugao,6,9
1402,M8w,Hakurozan,10,5
1087,M9e,Iwakiyama,7,8
10,M9w,Tochinonada,6,9
17,M10e,Tamakasuga,6,9
97,M10w,Tochinohana,5,10
6018,M11e,Homasho,6,9
6432,M11w,Baruto,11,4
875,M12e,Takamisakari,8,7
13,M12w,Tosanoumi,8,7
1227,M13e,Toyonoshima,8,7
135,M13w,Hokutoriki,10,5
1243,M14e,Katayama,5,10
5967,M14w,Yoshikaze,9,6
105,M15e,Buyuzan,7,8
70,M15w,Kitazakura,7,8
50,M16e,Tokitsuumi,2,9
96,M16w,Jumonji,8,7
1136,J1e,Mokonami,5,10
122,J1w,Daimanazuru,8,7
107,J2e,Kasuganishiki,7,8
371,J2w,Kyokunankai,4,11
113,J3e,Asofuji,7,8
78,J3w,Toyozakura,10,5
5985,J4e,Satoyama,7,8
1018,J4w,Shimotori,7,8
63,J5e,Otsukasa,6,9
204,J5w,Ryuho,9,6
175,J6e,Ushiomaru,8,7
300,J6w,Dairaido,6,9
40,J7e,Kaiho,7,8
72,J7w,Tochisakae,9,6
71,J8e,Takanowaka,5,10
1219,J8w,Kakuryu,9,6
99,J9e,Shunketsu,6,9
145,J9w,Kobo,9,6
287,J10e,Wakatoba,9,6
168,J10w,Hokutoiwa,7,8
88,J11e,Tamarikido,7,8
1032,J11w,Hochiyama,10,5
6012,J12e,Dewaotori,8,7
163,J12w,Senshuyama,6,9
247,J13e,Oga,10,5
222,J13w,Sumanofuji,6,9
2847,J14e,Masatsukasa,8,5
92,J14w,Harunoyama,8,7
5988,Ms1e,Kanbayashi,5,2
1031,Ms1w,Ryuo,4,3
784,Ms2e,Daishodai,3,4
1011,Ms2w,Hakuba,3,4
929,Ms3e,Kirinowaka,4,3
6473,Ms3w,Kageyama,5,2
662,Ms4e,Kotoyutaka,2,5
5977,Ms4w,Takamifuji,3,4
813,Ms5e,Kitataiki,2,5
38,Ms5w,Toki,0,0
795,Ms6e,Tamaasuka,4,3
6034,Ms6w,Isobe,0,0
134,Ms7e,Fukuzono,4,3
6010,Ms7w,Kimurayama,5,2
1109,Ms8e,Daishoma,3,4
225,Ms8w,Takanotsuru,0,6
1106,Ms9e,Koryu,5,2
6468,Ms9w,Sawai,4,3
6440,Ms10e,Sugita,3,4
296,Ms10w,Yoshiazuma,2,5
866,Ms11e,Surugatsukasa,3,4
216,Ms11w,Raiko,4,3
147,Ms12e,Toyonokuni,3,4
6527,Ms12w,Wakanoho,5,2
43,Ms13e,Kinkaiyama,0,1
244,Ms13w,Ryugi,4,3
789,Ms14e,Takakoyama,4,3
334,Ms14w,Hokutojo,3,4
130,Ms15e,Kaido,4,3
785,Ms15w,Furuichi,2,5
6643,Ms15TD,Shimoda,7,0
1137,Ms16e,Daisogen,1,6
365,Ms16w,Kotokuni,1,6
6467,Ms17e,Kadomoto,4,3
1225,Ms17w,Asahimaru,6,1
924,Ms18e,Wakakirin,2,5
900,Ms18w,Yakigaya,5,2
874,Ms19e,Takahama,4,3
6483,Ms19w,Maeta,3,4
82,Ms20e,Tochitenko,0,1
180,Ms20w,Wakanami,3,4
47,Ms21e,Chiyotenzan,3,4
4980,Ms21w,Sokokurai,2,5
864,Ms22e,Bushuyama,6,1
206,Ms22w,Kotokasuga,2,5
1053,Ms23e,Kasugakuni,5,2
335,Ms23w,Shoketsu,4,3
2831,Ms24e,Hoshikaze,3,4
6497,Ms24w,Nakanishi,5,2
863,Ms25e,Tatsuyutaka,3,4
167,Ms25w,Tamamitsukuni,4,3
197,Ms26e,Maenowaka,2,5
252,Ms26w,Rikiryu,4,3
1214,Ms27e,Tokitsukasa,3,4
1215,Ms27w,Takanoyama,2,5
118,Ms28e,Fujiryu,4,3
1134,Ms28w,Miyamoto,6,1
5984,Ms29e,Shiraishi,5,2
511,Ms29w,Yotsuguruma,3,4
264,Ms30e,Shishio,4,3
2851,Ms30w,Shibuya,2,5
240,Ms31e,Ichinotani,5,2
999,Ms31w,Takanofuji,1,6
1054,Ms32e,Yutakamaru,5,2
1103,Ms32w,Hoshizakura,2,3
879,Ms33e,Tooyama,3,4
2820,Ms33w,Nakanokuni,3,4
2858,Ms34e,Kagaya,4,3
179,Ms34w,Tenichi,5,2
1010,Ms35e,Asanotosa,2,5
5944,Ms35w,Tamawashi,4,3
226,Ms36e,Wakatenro,6,1
1097,Ms36w,Daiki,3,4
126,Ms37e,Tochinoyama,5,2
380,Ms37w,Kakuo,3,4
1104,Ms38e,Hoshihikari,0,0
6552,Ms38w,Sotairyu,4,3
56,Ms39e,Yanagawa,4,3
116,Ms39w,Wakatsutomu,3,4
384,Ms40e,Kachimori,1,6
294,Ms40w,Tachigami,4,3
172,Ms41e,Kirinoumi,3,4
1038,Ms41w,Niioka,2,5
128,Ms42e,Nishikikaze,4,3
430,Ms42w,Tamao,2,5
339,Ms43e,Hayasegawa,4,3
74,Ms43w,Kotokanyu,5,2
1127,Ms44e,Hokutokuni,5,2
880,Ms44w,Satsukiumi,3,4
1152,Ms45e,Daiyuchi,3,4
136,Ms45w,Dewanosato,4,3
94,Ms46e,Kimenryu,4,3
1130,Ms46w,Omiryu,2,5
5936,Ms47e,Kazafuzan,6,1
148,Ms47w,Ashu,4,3
414,Ms48e,Kyokuryudake,2,5
6463,Ms48w,Fukuoka,5,2
1241,Ms49e,Shimada,3,4
1029,Ms49w,Mizakura,3,4
787,Ms50e,Keno,5,2
2842,Ms50w,Sadanofuji,3,4
1122,Ms51e,Taiga,4,3
237,Ms51w,Fujinokaze,2,5
1062,Ms52e,Kakureizan,2,5
2835,Ms52w,Shironishiki,3,4
407,Ms53e,Futasegawa,3,4
68,Ms53w,Gokenzan,3,4
214,Ms54e,Toshinyama,4,3
2836,Ms54w,Katsunofuji,6,1
2849,Ms55e,Wakaryusei,3,4
