id,rank,rikishi,w,l
1,Y1e,Akebono,10,5
2,O1e,Takanohana,11,4
1287,O1w,Konishiki,9,6
4,S1e,Musashimaru,10,5
9,S1w,Akinoshima,0,2
1301,S2wHD,Kirishima,5,10
3,K1e,Wakahanada,14,1
1290,K1w,Wakashoyo,10,5
12,K2eHD,Kotonishiki,5,10
5,M1e,Takanonami,9,6
23,M1w,Tochinowaka,4,11
1295,M2e,Kyokudozan,9,6
44,M2w,Kushimaumi,7,7
1307,M3e,Daishoyama,3,12
49,M3w,Misugisato,9,6
48,M4e,Oginohana,5,10
157,M4w,Tomoefuji,9,6
45,M5e,Daishoho,6,9
1288,M5w,Kotobeppu,0,0
1302,M6e,Takamisugi,8,7
60,M6w,Toyonoumi,8,7
1294,M7e,Naminohana,5,10
28,M7w,Mitoizumi,4,11
37,M8e,Kotoinazuma,6,9
30,M8w,Kitakachidoki,8,7
1311,M9e,Kototsubaki,4,11
33,M9w,Terao,8,7
1303,M10e,Kotofuji,8,7
51,M10w,Daizen,7,8
1299,M11e,Kiraiho,6,9
42,M11w,Mainoumi,6,9
18,M12e,Takatoriki,9,6
14,M12w,Kotonowaka,9,6
11,M13e,Aogiyama,6,9
67,M13w,Tochinofuji,8,7
1306,M14e,Hitachiryu,7,8
1286,M14w,Kenko,10,5
1296,M15e,Kasugafuji,9,6
1315,M15w,Enazakura,6,9
26,M16e,Higonoumi,9,6
15,J1e,Oginishiki,8,7
7,J1w,Kaio,9,6
52,J2e,Tomonohana,9,6
53,J2w,Tokitsunada,11,4
209,J3e,Asanonami,3,9
1285,J3w,Asahisato,7,8
34,J4e,Asanowaka,4,11
1309,J4w,Tamakairiki,8,7
25,J5e,Hamanoshima,10,5
160,J5w,Tatsuhikari,7,8
1310,J6e,Kirinishiki,0,0
87,J6w,Wakanoyama,9,6
55,J7e,Zenshinyama,6,9
1305,J7w,Kyokugozan,9,6
1317,J8e,Hananokuni,8,7
1292,J8w,Kotogaume,0,0
1313,J9e,Komafudo,7,8
77,J9w,Yutakafuji,9,6
1325,J10e,Wakatosho,4,11
1324,J10w,Terunoumi,5,10
91,J11e,Hoshiandesu,9,6
16,J11w,Minatofuji,9,6
1323,J12e,Kumao,4,11
36,J12w,Asasoyo,9,6
1322,J13e,Hidenoumi,4,11
1319,J13w,Tachihikari,7,8
62,Ms1e,Daishi,5,2
20,Ms1w,Yoshitane,4,3
82,Ms2e,Tochitenko,5,2
1297,Ms2w,Dairyu,5,2
1327,Ms3e,Yoshinobori,0,0
29,Ms3w,Kotoryu,3,4
1318,Ms4e,Shigenoumi,2,6
59,Ms4w,Kanesaku,3,4
1373,Ms5e,Fukunosato,4,3
73,Ms5w,Kanechika,3,4
1395,Ms6e,Daitengo,5,2
1328,Ms6w,Yamanakayama,6,1
1289,Ms7e,Rikio,4,3
1341,Ms7w,Seifuriki,2,5
6,Ms8e,Oso,7,0
238,Ms8w,Umenosato,4,3
1336,Ms9e,Nakajima,4,3
1507,Ms9w,Jinryu,2,5
22,Ms10e,Wakatenryu,0,0
108,Ms10w,Ominato,3,4
140,Ms11e,Ohidake,4,3
174,Ms11w,Mutsuhokkai,2,5
1393,Ms12e,Daishoryu,3,4
241,Ms12w,Tatsutanaka,3,4
178,Ms13e,Kirinowaka,5,2
21,Ms13w,Asahiyutaka,5,2
70,Ms14e,Kitazakura,3,4
54,Ms14w,Nishidayama,2,5
145,Ms15e,Mineyama,4,3
1326,Ms15w,Tsunenoyama,2,5
1340,Ms16e,Taishin,3,4
1513,Ms16w,Godoriki,5,2
143,Ms17e,Daiden,1,6
1649,Ms17w,Kosenryu,4,3
144,Ms18e,Ikemori,4,3
372,Ms18w,Chokairyu,6,1
133,Ms19e,Genkai,4,3
1390,Ms19w,Kondo,3,4
1763,Ms20e,Amagifuji,1,6
1715,Ms20w,Masakaze,0,0
234,Ms21e,Kotoasaki,3,4
191,Ms21w,Kiyonofuji,5,2
110,Ms22e,Wakakaze,5,2
1291,Ms22w,Sunahama,2,5
79,Ms23e,Kotofujimoto,3,4
85,Ms23w,Daikiyama,5,2
1394,Ms24e,Wakadozan,1,6
1344,Ms24w,Akinomine,4,3
1473,Ms25e,Kisenomori,2,5
2047,Ms25w,Ozora,4,3
1392,Ms26e,Akinokuni,3,4
66,Ms26w,Wakahayato,3,4
1314,Ms27e,Owakamatsu,4,3
1461,Ms27w,Musashiryu,2,5
1298,Ms28e,Kotoarashi,2,5
1492,Ms28w,Kusunosato,4,3
1776,Ms29e,Fusakaze,6,1
76,Ms29w,Hoshitango,5,2
1428,Ms30e,Daikaizan,3,4
1384,Ms30w,Takamio,3,4
1591,Ms31e,Yamanoumi,4,3
1577,Ms31w,Tenraiyama,3,4
32,Ms32e,Akinoryu,3,4
109,Ms32w,Arauma,5,2
1355,Ms33e,Goken,4,3
1293,Ms33w,Chiyonowaka,2,5
1443,Ms34e,Nijinoumi,2,5
138,Ms34w,Sentoryu,4,3
1469,Ms35e,Yohoyama,5,2
1430,Ms35w,Minenofuji,3,4
1391,Ms36e,Mitsueyama,4,3
132,Ms36w,Kotonomine,2,5
177,Ms37e,Kurimoto,5,2
236,Ms37w,Takanosho,3,4
1570,Ms38e,Kiyominato,1,6
68,Ms38w,Goto,4,3
188,Ms39e,Genkainami,1,6
196,Ms39w,Kakehata,6,1
1609,Ms40e,Takamiwaka,4,3
119,Ms40w,Takamihana,4,3
153,Ms41e,Nishida,3,4
1642,Ms41w,Raiko,4,3
1468,Ms42e,Narayama,4,3
2191,Ms42w,Wakachikara,5,2
120,Ms43e,Aranonami,6,1
1398,Ms43w,Nanfu,3,4
1495,Ms44e,Mutsukonryu,5,2
1464,Ms44w,Tochigeno,3,4
1329,Ms45e,Daigaku,5,2
1462,Ms45w,Musoriki,3,4
1520,Ms46e,Hidenohana,2,5
1834,Ms46w,Furuichi,2,5
121,Ms47e,Koriyama,4,2
193,Ms47w,Komachikara,2,5
1668,Ms48e,Chiyohide,3,4
242,Ms48w,Hidakayama,3,4
1503,Ms49e,Kusunokaze,5,2
1420,Ms49w,Nohira,3,4
151,Ms50e,Fukunoryu,4,3
529,Ms50w,Ushiwakamaru,1,6
83,Ms51e,Yamane,4,3
1586,Ms51w,Daishinki,4,3
1546,Ms52e,Kishinosato,2,5
117,Ms52w,Shirata,0,5
1511,Ms53e,Kurachi,4,3
1536,Ms53w,Fusayutaka,5,2
142,Ms54e,Tsujimoto,3,4
1500,Ms54w,Hokutoasahi,3,4
227,Ms55e,Takanohikari,5,2
1634,Ms55w,Hidezakura,4,3
156,Ms56e,Hiryu,3,4
78,Ms56w,Toyozakura,2,5
1331,Ms57e,Saganobori,0,0
1831,Ms57w,Hoshikakuo,4,3
1707,Ms58e,Fujinoumi,2,5
1624,Ms58w,Fukujuryu,2,5
1673,Ms59e,Tokuoyama,3,4
199,Ms59w,Kuniazuma,5,2
183,Ms60e,Komanoumi,4,3
24,Ms60w,Ganyu,6,1
1316,Ms60TD,Shirasaki,6,1
63,Ms60TD,Ouchi,4,3
1775,Sd1e,Tamamusashi,4,3
1388,Sd1w,Tochisagami,1,6
1537,Sd2e,Kiryuyama,3,4
283,Sd2w,Wakakudo,3,4
184,Sd3e,Shiganoumi,2,5
134,Sd3w,Fukuzono,5,2
2088,Sd4e,Ohayama,0,0
1567,Sd4w,Oshimayama,0,0
131,Sd5e,Nishikata,3,4
1502,Sd5w,Kisezakura,3,4
1575,Sd6e,Kototoyonaga,5,2
1620,Sd6w,Isamigoma,4,3
272,Sd7e,Shibiyama,4,3
1773,Sd7w,Matsunoumi,3,4
94,Sd8e,Kimenryu,3,4
1950,Sd8w,Tatsunohana,4,3
235,Sd9e,Kotoumeno,5,2
74,Sd9w,Kotononada,0,0
1666,Sd10e,Kikunosato,1,6
1772,Sd10w,Araya,3,4
169,Sd11e,Ryukayama,4,3
1664,Sd11w,Tsubasafuji,2,5
46,Sd12e,Tsushimanada,5,2
1643,Sd12w,Matsukawa,4,3
1538,Sd13e,Kotokabuto,4,3
1490,Sd13w,Kototaikai,5,2
1655,Sd14e,Kuroiwa,3,4
57,Sd14w,Yamato,5,2
1440,Sd15e,Kototohaku,0,0
2781,Sd15w,Asanoyori,4,3
2809,Sd16e,Nagamoto,0,7
1523,Sd16w,Tochiyutaka,5,2
187,Sd17e,Nakabuchi,3,4
1616,Sd17w,Yukinoumi,2,5
2780,Sd18e,Daio,6,1
1615,Sd18w,Minatoiwa,3,4
1599,Sd19e,Matsumusashi,3,4
189,Sd19w,Uchihori,4,3
159,Sd20e,Kiyota,4,3
223,Sd20w,Musashifuji,4,3
278,Sd21e,Amanohana,2,5
27,Sd21w,Aka,7,0
1766,Sd22e,Fukuda,4,3
1346,Sd22w,Kengaku,2,5
245,Sd23e,Inanofuji,2,5
1627,Sd23w,Kyokukoyama,2,5
1825,Sd24e,Morimoto,4,3
1876,Sd24w,Yoshinoshima,3,4
1696,Sd25e,Ishida,3,4
1463,Sd25w,Maemiyama,0,0
1670,Sd26e,Dairyuyama,4,3
233,Sd26w,Maekado,2,5
1768,Sd27e,Hinoryu,6,1
35,Sd27w,Kyokushuzan,3,4
1447,Sd28e,Daishiryu,6,1
224,Sd28w,Fujitora,1,6
1665,Sd29e,Hoshozan,5,2
1493,Sd29w,Yamanami,4,3
212,Sd30e,Yamanaka,3,4
1759,Sd30w,Toshu,4,3
2128,Sd31e,Kanzan,1,6
2033,Sd31w,Kyokuomaru,3,4
1874,Sd32e,Kagamiwaka,2,5
146,Sd32w,Takaseyama,5,2
274,Sd33e,Wakanoshima,4,3
1424,Sd33w,Daiko,3,4
1617,Sd34e,Dewaryu,0,0
200,Sd34w,Edoaoi,5,2
532,Sd35e,Ichinoya,2,5
1762,Sd35w,Hagurosato,2,5
192,Sd36e,Fukushinryu,4,3
95,Sd36w,Miyashita,3,4
1588,Sd37e,Aogakiyama,5,2
373,Sd37w,Setonofuji,4,3
161,Sd38e,Kotoishii,3,4
1640,Sd38w,Kitanoryu,3,4
1658,Sd39e,Fusanoryu,1,6
98,Sd39w,Shimanoryu,6,1
554,Sd40e,Gankai,3,4
1985,Sd40w,Sumita,5,2
1435,Sd41e,Shinshi,5,2
2797,Sd41w,Tomonoumi,4,3
1904,Sd42e,Kototao,2,5
1603,Sd42w,Naruarashi,3,4
1555,Sd43e,Datenoumi,4,3
1531,Sd43w,Konuki,4,3
38,Sd44e,Tamaki,2,5
1752,Sd44w,Kimarudake,3,4
1585,Sd45e,Owa,2,5
197,Sd45w,Goshoiwa,3,4
387,Sd46e,Kantoryu,5,2
124,Sd46w,Sumiya,4,3
1976,Sd47e,Kotominami,4,3
1539,Sd47w,Tamakoryu,5,2
80,Sd48e,Nakanoyama,4,3
186,Sd48w,Higashinogai,3,4
84,Sd49e,Tomikaze,0,0
288,Sd49w,Tokotakara,1,6
1452,Sd50e,Kotonobori,3,4
1482,Sd50w,Kotounryu,3,4
154,Sd51e,Toshinriki,2,5
155,Sd51w,Kitaazuma,4,3
248,Sd52e,Masuisato,3,4
208,Sd52w,Nagai,4,3
2055,Sd53e,Tatsukaze,3,4
1837,Sd53w,Kotokenzan,4,3
1674,Sd54e,Ryukiyama,5,2
1633,Sd54w,Yoshiwaka,0,2
2102,Sd55e,Tendoriki,4,3
115,Sd55w,Kabutonishiki,6,1
136,Sd56e,Dewanosato,0,0
171,Sd56w,Tsuchihashi,1,6
1572,Sd57e,Etsunishiki,2,5
1671,Sd57w,Tochimiyama,5,2
150,Sd58e,Tokiyutaka,5,2
1445,Sd58w,Shimamusashi,4,3
1991,Sd59e,Meitoriki,2,5
207,Sd59w,Kotokusuwaka,4,3
2011,Sd60e,Tsunenofuji,3,4
2060,Sd60w,Etori,4,3
1784,Sd61e,Mihohyuga,0,0
1779,Sd61w,Wakahayate,3,4
1748,Sd62e,Kotomiura,1,6
1915,Sd62w,Tsugarufuji,3,4
1360,Sd63e,Oishida,3,4
1969,Sd63w,Takafubuki,0,0
1672,Sd64e,Tochinoara,5,2
1598,Sd64w,Namichikara,2,5
1902,Sd65e,Fusanosato,3,4
102,Sd65w,Kyokubenten,2,5
139,Sd66e,Kyokuryuzan,3,4
123,Sd66w,Rachimi,6,1
305,Sd67e,Bangakurai,5,2
47,Sd67w,Sumi,4,3
1901,Sd68e,Sameshima,6,1
1608,Sd68w,Asahimine,6,1
1859,Sd69e,Hokuho,2,1
1574,Sd69w,Ofunayama,4,3
1868,Sd70e,Tatsunoyama,1,6
1886,Sd70w,Genyuzan,3,4
1765,Sd71e,Takaminishiki,3,4
1592,Sd71w,Sekizawa,4,3
1300,Sd72e,Wakataisei,4,3
254,Sd72w,Hirota,3,4
297,Sd73e,Tsurunosato,4,3
1700,Sd73w,Edonofuji,4,3
255,Sd74e,Azumaumi,5,2
1996,Sd74w,Fudoten,2,5
1880,Sd75e,Maeyutaka,3,4
1515,Sd75w,Fujikawa,4,3
228,Sd76e,Raijinyama,2,5
648,Sd76w,Tensho,5,2
298,Sd77e,Takarafuji,4,3
266,Sd77w,Wakanobori,5,2
1602,Sd78e,Wakakiyama,0,0
343,Sd78w,Ezonoumi,3,4
1554,Sd79e,Ryuho,1,6
221,Sd79w,Takayoshino,4,3
607,Sd80e,Hokutoryu,2,5
304,Sd80w,Kaiten,4,3
1650,Sd81e,Fudofuji,5,2
1525,Sd81w,Mieasahi,3,4
1832,Sd82e,Settsuriki,3,4
1895,Sd82w,Tatsufuji,4,3
1641,Sd83e,Narutokuni,3,4
2078,Sd83w,Sozuyama,4,3
75,Sd84e,Ogura,6,1
176,Sd84w,Narahikari,0,0
2127,Sd85e,Kyokushozan,0,0
1733,Sd85w,Raio,2,5
1987,Sd86e,Terui,2,5
43,Sd86w,Kanenoumi,3,4
1742,Sd87e,Fujisakari,2,5
106,Sd87w,Torafusuyama,6,1
99,Sd88e,Ishide,3,4
358,Sd88w,Oyashiki,4,3
1706,Sd89e,Fujii,5,2
2017,Sd89w,Toyosegawa,3,4
229,Sd90e,Amagidake,5,2
316,Sd90w,Wakatamate,4,3
211,Sd91e,Tsukasaryu,4,3
478,Sd91w,Hikonoyama,4,3
1824,Sd92e,Kaioyama,2,5
428,Sd92w,Koganefuji,3,4
2258,Sd93e,Imai,3,4
313,Sd93w,Azumayama,4,3
1747,Sd94e,Tsurunishiki,3,4
318,Sd94w,Wakahoshu,5,2
1571,Sd95e,Wakita,5,2
1852,Sd95w,Takoyama,3,4
1659,Sd96e,Gainoyama,1,6
1890,Sd96w,Fujiryu,4,3
1597,Sd97e,Asahinami,2,5
1501,Sd97w,Kokuryuyama,2,5
1808,Sd98e,Sakunoumi,3,4
2010,Sd98w,Shirofuji,3,4
413,Sd99e,Hanatamate,2,5
2069,Sd99w,Chiyonobori,4,3
1566,Sd100e,Katsurafuji,6,1
1698,Sd100w,Oshiro,5,2
415,Jd1e,Yaeryu,3,4
1853,Jd1w,Maedaiwa,3,4
473,Jd2e,Ishizawa,5,2
519,Jd2w,Hayate,2,5
1800,Jd3e,Omikaze,5,2
2093,Jd3w,Kawai,4,3
295,Jd4e,Aonoumi,1,6
257,Jd4w,Chiyonokuni,6,1
281,Jd5e,Takaminobori,2,3
280,Jd5w,Shimatora,4,3
107,Jd6e,Kasuganishiki,4,3
210,Jd6w,Minatohana,4,3
2130,Jd7e,Nishinohana,2,5
92,Jd7w,Haruyama,3,4
1897,Jd8e,Wakafukuda,3,4
39,Jd8w,Kogawa,5,2
2202,Jd9e,Masuda,3,4
1884,Jd9w,Takaoyama,4,3
307,Jd10e,Tsurunomori,4,3
368,Jd10w,Kamisawa,2,5
1866,Jd11e,Himenokuni,5,2
1484,Jd11w,Onoura,0,3
471,Jd12e,Hokutofuji,1,6
2359,Jd12w,Kotoo,7,0
2066,Jd13e,Sugino,4,3
2294,Jd13w,Asahitaka,0,0
440,Jd14e,Kagejishi,4,3
694,Jd14w,Senrisho,2,5
258,Jd15e,Maeyamato,5,2
173,Jd15w,Takanagai,3,4
2211,Jd16e,Sakai,2,5
1851,Jd16w,Etsunoumi,3,4
2065,Jd17e,Harunayama,5,2
268,Jd17w,Ueda,5,2
293,Jd18e,Komanishiki,0,0
1780,Jd18w,Wakaryuo,3,4
81,Jd19e,Miura,4,3
2000,Jd19w,Tamaazuma,3,4
1552,Jd20e,Kirinohana,0,0
1663,Jd20w,Tamanoyama,5,2
2035,Jd21e,Tsureyama,3,4
1628,Jd21w,Nijodake,0,0
2147,Jd22e,Koryu,2,5
1907,Jd22w,Saganoumi,3,4
2085,Jd23e,Komoto,4,3
246,Jd23w,Kyokuranzan,4,3
1786,Jd24e,Goga,3,4
2001,Jd24w,Hirama,0,7
1738,Jd25e,Sagamifuji,0,0
1805,Jd25w,Maedafuji,4,3
1836,Jd26e,Maedaiko,4,3
141,Jd26w,Sakaguchi,5,2
2143,Jd27e,Kotokawaguchi,4,3
1889,Jd27w,Fukukaze,4,3
1835,Jd28e,Takamishin,2,5
1926,Jd28w,Ryuhomaru,1,6
1966,Jd29e,Shimanowaka,5,2
219,Jd29w,Takanami,3,4
1869,Jd30e,Wakahiyu,6,1
2187,Jd30w,Homareumi,2,5
338,Jd31e,Muto,6,1
2814,Jd31w,Okimura,2,5
149,Jd32e,Ishizaki,3,4
1821,Jd32w,Miyagisato,3,4
185,Jd33e,Yoshio,4,3
1929,Jd33w,Tairyuyama,2,5
2086,Jd34e,Kanechiku,2,5
231,Jd34w,Kaneda,4,3
396,Jd35e,Sumiryu,1,6
1547,Jd35w,Suoyama,6,1
1709,Jd36e,Okaze,5,2
1820,Jd36w,Nanaefuji,3,4
2139,Jd37e,Tochikishu,4,3
377,Jd37w,Kasugaryu,5,2
2229,Jd38e,Arakawa,5,2
1648,Jd38w,Chikuzen,1,6
403,Jd39e,Matsumoto,5,2
326,Jd39w,Tamanami,3,4
2170,Jd40e,Asaosanai,3,4
1951,Jd40w,Yamauchi,4,3
2090,Jd41e,Hananosato,4,3
2251,Jd41w,Sakao,3,4
198,Jd42e,Azumaryu,3,4
1579,Jd42w,Kozakura,3,4
601,Jd43e,Hosetsu,2,5
8,Jd43w,Hiroshima,2,5
2265,Jd44e,Murabayashi,4,3
41,Jd44w,Kyokutenho,5,2
203,Jd45e,Komai,4,3
1816,Jd45w,Hagakure,4,3
1883,Jd46e,Hidekaze,2,5
2811,Jd46w,Wakayutaka,6,1
1568,Jd47e,Kameyama,4,3
2178,Jd47w,Toyoazuma,3,4
279,Jd48e,Chaen,1,6
101,Jd48w,Dewanofuji,4,3
333,Jd49e,Wakakono,3,4
1931,Jd49w,Minekaze,3,4
319,Jd50e,Koganoyama,5,2
1600,Jd50w,Toyomusashi,0,0
2079,Jd51e,Minagawa,1,6
1751,Jd51w,Taketora,3,4
515,Jd52e,Wakakomatsu,3,4
2177,Jd52w,Funakura,2,5
239,Jd53e,Maikaze,4,3
1746,Jd53w,Sanofuji,6,1
181,Jd54e,Fukuhara,5,2
545,Jd54w,Akizakura,4,3
2062,Jd55e,Takedayama,2,5
2266,Jd55w,Natsume,4,3
2044,Jd56e,Kotowakayama,3,4
286,Jd56w,Tamatochigi,5,2
292,Jd57e,Raizan,4,3
1760,Jd57w,Kumanonada,3,4
352,Jd58e,Funasaka,4,3
112,Jd58w,Kishimoto,4,3
1644,Jd59e,Chikarazuru,3,4
400,Jd59w,Terunobori,5,2
488,Jd60e,Hidemusashi,3,4
779,Jd60w,Kuroki,3,4
2813,Jd61e,Harashima,3,4
240,Jd61w,Kida,5,2
215,Jd62e,Atsumi,5,2
2182,Jd62w,Azumajo,2,5
1810,Jd63e,Kitajishi,5,2
2171,Jd63w,Tsuruno,2,5
205,Jd64e,Fujinohana,3,4
1988,Jd64w,Keno,4,3
2096,Jd65e,Inagaki,2,5
1979,Jd65w,Matsuoka,1,6
2186,Jd66e,Yutoyama,4,3
2025,Jd66w,Kotosakaguchi,3,4
1508,Jd67e,Musashijo,4,3
2038,Jd67w,Yahatayama,3,4
1882,Jd68e,Matsunofuji,6,1
590,Jd68w,Tatsuwatanabe,3,4
340,Jd69e,Kakuta,3,4
347,Jd69w,Misugiryu,4,3
630,Jd70e,Tamatoriki,5,2
1965,Jd70w,Hiryusho,4,3
182,Jd71e,Honda,2,5
2273,Jd71w,Enokida,0,0
180,Jd72e,Tomiyama,3,4
165,Jd72w,Kawaguchi,5,2
