id,rank,rikishi,w,l
1123,Y1e,Hakuho,0,0
1111,Y1w,Harumafuji,6,4
1235,Y2e,Kisenosato,0,0
1219,Y2w,Kakuryu,0,0
6480,O1e,Takayasu,1,2
6468,O1w,Goeido,9,1
11927,O2e,Terunofuji,1,5
12210,S1e,Mitakeumi,5,5
5967,S1w,Yoshikaze,6,4
5944,K1e,Tamawashi,4,6
6473,K1w,Tochiozan,3,7
6599,M1e,Tochinoshin,1,9
1226,M1w,Kotoshogiku,6,4
12239,M2e,Hokutofuji,4,6
11786,M2w,Aoiyama,1,2
12043,M3e,Onosho,7,3
11934,M3w,Chiyotairyu,8,2
6614,M4e,Shohozan,5,5
12226,M4w,Ura,1,2
12130,M5e,Shodai,4,6
12191,M5w,Takakeisho,6,4
12107,M6e,Ichinojo,6,4
11845,M6w,Kagayaki,3,7
6642,M7e,Chiyonokuni,6,4
6491,M7w,Ikioi,5,5
11785,M8e,Chiyoshoma,4,6
11728,M8w,Takarafuji,7,3
11724,M9e,Takanoiwa,7,3
2832,M9w,Arawashi,7,3
12051,M10e,Ishiura,2,8
1284,M10w,Takekaze,3,7
11985,M11e,Daieisho,6,4
7240,M11w,Chiyomaru,5,5
12144,M12e,Daishomaru,7,3
2879,M12w,Sadanoumi,0,5
6596,M13e,Nishikigi,4,6
6753,M13w,Kaisei,6,4
12055,M14e,Endo,6,4
6463,M14w,Okinoumi,4,6
11726,M15e,Tokushoryu,2,8
12292,M15w,Yutakayama,4,6
12291,M16e,Asanoyama,7,3
4980,J1e,Sokokurai,2,8
11784,J1w,Myogiryu,5,5
89,J2e,Aminishiki,6,4
11723,J2w,Azumaryu,4,6
12273,J3e,Daiamami,5,5
9079,J3w,Kotoyuki,7,3
8899,J4e,Kyokutaisei,4,6
6467,J4w,Toyohibiki,4,6
6594,J5e,Ryuden,7,3
11989,J5w,Yamaguchi,5,5
7239,J6e,Kyokushuho,6,4
8904,J6w,Homarefuji,6,4
12026,J7e,Hidenoumi,6,4
6572,J7w,Gagamaru,3,7
12113,J8e,Tsurugisho,5,5
11946,J8w,Meisei,5,5
7143,J9e,Amakaze,5,5
7153,J9w,Kotoeko,3,7
11987,J10e,Osunaarashi,3,7
6928,J10w,Chiyootori,6,4
11840,J11e,Chiyonoo,6,4
12094,J11w,Abi,6,4
1241,J12e,Kitaharima,3,7
6559,J12w,Seiro,5,5
11868,J13e,Terutsuyoshi,5,5
12425,J13w,Yago,4,6
11972,J14e,Daiseido,7,3
9077,J14w,Kizenryu,6,4
12077,Ms1e,Takagenji,3,2
813,Ms1w,Kitataiki,2,3
12203,Ms2e,Tobizaru,4,1
6600,Ms2w,Tochihiryu,2,3
11855,Ms3e,Masunosho,4,1
12320,Ms3w,Kizaki,3,2
11949,Ms4e,Kotodaigo,1,4
8900,Ms4w,Akiseyama,2,3
12040,Ms5e,Daishoho,4,1
12024,Ms5w,Shimanoumi,3,2
11947,Ms6e,Rikishin,0,0
5988,Ms6w,Oiwato,2,3
5985,Ms7e,Satoyama,3,2
11736,Ms7w,Chiyosakae,1,4
11943,Ms8e,Hakuyozan,2,3
7127,Ms8w,Asabenkei,3,2
11971,Ms9e,Jokoryu,3,2
11730,Ms9w,Nogami,1,4
2851,Ms10e,Fujiazuma,1,4
11918,Ms10w,Akua,4,1
6013,Ms11e,Dewahayate,3,2
6531,Ms11w,Asahisho,4,1
6570,Ms12e,Fukugoriki,2,3
6034,Ms12w,Sagatsukasa,0,5
7156,Ms13e,Hokaho,3,2
12140,Ms13w,Takaryu,3,2
12406,Ms14e,Mitoryu,5,0
12231,Ms14w,Kiribayama,0,1
1405,Ms15e,Amuru,2,3
12076,Ms15w,Takayoshitoshi,3,2
12370,Ms16e,Wakatakakage,2,3
12369,Ms16w,Murata,2,3
7121,Ms17e,Tokushinho,2,3
1227,Ms17w,Toyonoshima,4,1
7109,Ms18e,Chiyoarashi,1,4
