id,rank,rikishi,w,l
2,Y1e,Takanohana,14,1
1,Y1w,Akebono,10,5
3,O1e,Wakanohana,12,3
5,O1w,Takanonami,12,3
4,O2e,Musashimaru,9,6
6,S1e,Musoyama,10,5
7,S1w,Kaio,11,4
12,S2e,Kotonishiki,4,11
18,S2w,Takatoriki,7,8
14,K1e,Kotonowaka,5,10
21,K1w,Asahiyutaka,8,7
49,M1e,Misugisato,4,11
13,M1w,Tosanoumi,5,10
9,M2e,Akinoshima,5,10
16,M2w,Minatofuji,6,9
33,M3e,Terao,5,10
1294,M3w,Naminohana,7,8
30,M4e,Kitakachidoki,4,11
45,M4w,Daishoho,10,5
36,M5e,Asanosho,6,9
1286,M5w,Kenko,6,9
17,M6e,Tamakasuga,9,6
37,M6w,Kotoinazuma,7,8
1288,M7e,Kotobeppu,6,9
11,M7w,Aogiyama,8,7
24,M8e,Ganyu,6,9
25,M8w,Hamanoshima,6,9
26,M9e,Higonoumi,6,9
42,M9w,Mainoumi,7,8
28,M10e,Mitoizumi,9,6
1296,M10w,Kasugafuji,2,13
62,M11e,Daishi,10,5
48,M11w,Oginohana,4,11
34,M12e,Asanowaka,9,6
23,M12w,Tochinowaka,9,6
15,M13e,Oginishiki,8,7
1295,M13w,Kyokudozan,9,6
1287,M14e,Konishiki,10,5
1290,M14w,Wakashoyo,4,11
20,M15e,Shikishima,10,5
44,J1e,Kushimaumi,8,7
53,J1w,Tokitsunada,7,8
29,J2e,Kotoryu,11,4
87,J2w,Wakanoyama,4,11
66,J3e,Wakahayato,5,10
1289,J3w,Rikio,12,3
35,J4e,Kyokushuzan,9,6
22,J4w,Gojoro,7,8
75,J5e,Daihisho,9,6
124,J5w,Saigo,7,8
8,J6e,Chiyotaikai,8,7
60,J6w,Toyonoumi,9,6
57,J7e,Yamato,7,8
41,J7w,Kyokutenho,6,9
27,J8e,Wakanojo,8,7
1285,J8w,Asahisato,7,8
51,J9e,Daizen,8,7
1299,J9w,Kiraiho,2,13
73,J10e,Kanechika,9,6
1291,J10w,Sunahama,8,7
1293,J11e,Chiyonowaka,5,10
1292,J11w,Kotogaume,8,7
19,J12e,Tochiazuma,10,5
52,J12w,Tomonohana,0,0
55,J13e,Zenshinyama,9,6
1298,J13w,Kotoarashi,9,6
177,Ms1e,Mutetsuyama,3,4
77,Ms1w,Yutakafuji,0,2
46,Ms2e,Dewaarashi,4,3
40,Ms2w,Kumagaya,2,5
68,Ms3e,Gokenzan,3,4
178,Ms3w,Shoeito,3,4
1297,Ms4e,Dairyu,6,1
123,Ms4w,Chiyonosho,2,5
58,Ms5e,Oikari,5,2
1300,Ms5w,Daiki,5,2
82,Ms6e,Tochitenko,4,3
74,Ms6w,Kotokanyu,4,3
159,Ms7e,Kiyonoumi,1,6
120,Ms7w,Aranonami,0,0
119,Ms8e,Takamihana,3,4
1306,Ms8w,Hitachiryu,3,4
110,Ms9e,Wakakaze,4,3
140,Ms9w,Ohidake,2,5
78,Ms10e,Toyozakura,5,2
79,Ms10w,Kotofujimoto,1,6
84,Ms11e,Tomikaze,3,4
101,Ms11w,Dewanofuji,2,5
145,Ms12e,Mineyama,3,4
133,Ms12w,Genkai,2,5
10,Ms13e,Goto,4,3
143,Ms13w,Daiden,4,3
59,Ms14e,Kanesaku,4,3
1395,Ms14w,Daitengo,5,2
70,Ms15e,Kitazakura,2,5
1398,Ms15w,Nanfu,4,3
1715,Ms16e,Masakaze,4,3
160,Ms16w,Tatsuhikari,3,4
47,Ms17e,Chiyotenzan,3,4
81,Ms17w,Wakakosho,4,3
63,Ms18e,Otsukasa,6,1
67,Ms18w,Tochinofuji,5,2
146,Ms19e,Takaseyama,1,6
94,Ms19w,Kimenryu,3,4
85,Ms20e,Daikiyama,3,4
157,Ms20w,Tomoefuji,5,2
134,Ms21e,Fukuzono,6,1
109,Ms21w,Arauma,3,4
38,Ms22e,Toki,3,4
102,Ms22w,Kyokubenten,3,4
32,Ms23e,Akinoshu,4,3
1492,Ms23w,Kusunosato,2,5
227,Ms24e,Takanohikari,3,4
171,Ms24w,Tsuchihashi,2,5
107,Ms25e,Kasuganishiki,4,3
236,Ms25w,Takanosho,4,3
1384,Ms26e,Takamio,2,5
121,Ms26w,Koriyama,6,1
191,Ms27e,Kiyonofuji,2,5
223,Ms27w,Musashifuji,5,2
1305,Ms28e,Kyokugozan,0,7
245,Ms28w,Subaru,4,3
1586,Ms29e,Daishinki,5,2
1336,Ms29w,Takanonada,0,0
108,Ms30e,Ominato,6,1
39,Ms30w,Kogawa,3,4
50,Ms31e,Tokitsuumi,5,2
80,Ms31w,Nakanoyama,3,4
72,Ms32e,Okamoto,2,5
1318,Ms32w,Shigenoumi,4,3
156,Ms33e,Daihiryu,3,4
205,Ms33w,Fujinohana,3,4
97,Ms34e,Yachi,4,3
144,Ms34w,Ikemori,5,2
132,Ms35e,Kotonomine,4,3
1591,Ms35w,Yamanoumi,4,3
104,Ms36e,Wakaazuma,2,5
96,Ms36w,Jumonji,3,4
1341,Ms37e,Seifuriki,5,2
1776,Ms37w,Fusakaze,4,3
305,Ms38e,Bangakurai,3,4
1523,Ms38w,Tochiyutaka,3,4
106,Ms39e,Torafusuyama,3,4
189,Ms39w,Dewaasahi,4,3
186,Ms40e,Higashinogai,1,6
138,Ms40w,Sentoryu,4,3
54,Ms41e,Ohinode,4,3
272,Ms41w,Shiunryu,2,5
64,Ms42e,Suzuki,4,3
149,Ms42w,Ishizaki,5,2
238,Ms43e,Umenosato,2,5
31,Ms43w,Dejima,7,0
92,Ms44e,Haruyama,4,3
98,Ms44w,Shimanoryu,5,2
117,Ms45e,Shirata,3,4
71,Ms45w,Takaozaki,3,4
1763,Ms46e,Amagifuji,1,6
338,Ms46w,Wakabusho,3,4
139,Ms47e,Kyokuryuzan,2,5
95,Ms47w,Wakanomiya,0,0
372,Ms48e,Chokairyu,3,4
1972,Ms48w,Moriyama,5,2
136,Ms49e,Dewanosato,5,2
187,Ms49w,Nakabuchi,3,4
242,Ms50e,Hidakayama,4,3
158,Ms50w,Natsubori,4,3
2398,Ms51e,Wakayashima,5,2
91,Ms51w,Hoshiandesu,4,3
151,Ms52e,Fukunoryu,5,2
268,Ms52w,Ueda,2,5
1468,Ms53e,Narayama,2,5
76,Ms53w,Hoshitango,3,4
116,Ms54e,Nakao,6,1
1603,Ms54w,Naruarashi,3,4
241,Ms55e,Haguroumi,4,3
56,Ms55w,Yanagawa,4,3
1772,Ms56e,Taishiyama,4,3
153,Ms56w,Takinooto,2,5
240,Ms57e,Kida,1,6
208,Ms57w,Arawaka,3,4
255,Ms58e,Azumaumi,4,3
137,Ms58w,Higotsukasa,3,4
1624,Ms59e,Fukujuryu,2,5
169,Ms59w,Ryukayama,4,3
287,Ms60e,Yamada,5,2
207,Ms60w,Kotokusuwaka,2,5
2102,Sd1e,Tendoriki,0,4
99,Sd1w,Ishide,2,5
127,Sd2e,Futatsukuni,3,4
111,Sd2w,Tanimura,0,0
174,Sd3e,Mutsuhokkai,4,3
235,Sd3w,Kotoumeno,4,3
112,Sd4e,Gokokuyama,3,4
86,Sd4w,Hiroseyama,6,1
115,Sd5e,Kabutonishiki,5,2
261,Sd5w,Isshin,3,4
306,Sd6e,Wakayuki,4,3
1328,Sd6w,Yamanakayama,2,5
2784,Sd7e,Tsuruga,2,5
150,Sd7w,Tokiyutaka,5,2
176,Sd8e,Narahikari,5,2
43,Sd8w,Kanenoumi,3,4
342,Sd9e,Morokuma,4,3
183,Sd9w,Kaisei,4,3
1831,Sd10e,Takeyama,0,0
202,Sd10w,Teruazuma,2,5
2399,Sd11e,Asai,0,0
196,Sd11w,Sotogahama,5,2
142,Sd12e,Tsujimoto,3,4
154,Sd12w,Ibusuki,3,4
1775,Sd13e,Tamamusashi,3,4
213,Sd13w,Tochishimizu,1,6
83,Sd14e,Arashi,4,3
281,Sd14w,Takaminobori,5,2
1495,Sd15e,Aonoshima,0,0
319,Sd15w,Wakashinobu,2,5
192,Sd16e,Takatosho,3,4
185,Sd16w,Yoshio,6,1
234,Sd17e,Kotoasaki,2,5
278,Sd17w,Matsunotani,3,4
2258,Sd18e,Kaitozan,1,3
212,Sd18w,Chiyononada,4,3
69,Sd19e,Otakayama,5,2
214,Sd19w,Toshinyama,5,2
246,Sd20e,Kyokutenzan,4,3
1615,Sd20w,Minatoiwa,3,4
1901,Sd21e,Kosameryu,4,3
165,Sd21w,Kawaguchi,4,3
131,Sd22e,Karatsunada,5,2
90,Sd22w,Fukukoyama,4,3
2178,Sd23e,Toyoazuma,2,5
2383,Sd23w,Tamasuruga,3,4
1627,Sd24e,Kyokukoyama,2,5
343,Sd24w,Ezonoumi,3,4
173,Sd25e,Takanagai,3,4
2251,Sd25w,Sakao,4,3
2211,Sd26e,Kashimaumi,4,3
61,Sd26w,Tsutsumiuchi,6,1
440,Sd27e,Kagejishi,1,6
215,Sd27w,Atsumi,3,4
93,Sd28e,Tamanohana,5,2
292,Sd28w,Raizan,2,5
1762,Sd29e,Hagurosato,3,4
428,Sd29w,Koganefuji,0,0
181,Sd30e,Mizuyutaka,3,4
193,Sd30w,Komachikara,4,3
233,Sd31e,Senshinryu,5,2
155,Sd31w,Kitaazuma,6,1
265,Sd32e,Hanada,2,5
283,Sd32w,Wakatenyu,2,5
1902,Sd33e,Fusanosato,6,1
164,Sd33w,Dewasakai,4,3
225,Sd34e,Sekiyama,4,3
1673,Sd34w,Tokuoyama,4,3
288,Sd35e,Tokotakara,3,4
163,Sd35w,Senshuyama,3,4
1616,Sd36e,Yukinoumi,3,4
1658,Sd36w,Fusanoryu,3,4
180,Sd37e,Wakainami,5,2
2085,Sd37w,Komoto,4,3
304,Sd38e,Kaiten,0,0
188,Sd38w,Kirinami,5,2
258,Sd39e,Maeyamato,1,6
219,Sd39w,Tosshinyama,5,2
126,Sd40e,Tochinoyama,7,0
197,Sd40w,Maenowaka,4,3
203,Sd41e,Komai,2,5
257,Sd41w,Chiyonokuni,3,4
276,Sd42e,Wakasatsuma,3,4
2528,Sd42w,Narimatsu,4,3
161,Sd43e,Kotoishii,6,1
1490,Sd43w,Kototaikai,1,6
248,Sd44e,Masunosato,4,3
271,Sd44w,Tatsuyamaguchi,2,5
1880,Sd45e,Maeyutaka,3,4
326,Sd45w,Tamanohikari,3,4
113,Sd46e,Asofuji,3,4
349,Sd46w,Sakai,4,3
494,Sd47e,Chiyonomai,2,5
210,Sd47w,Minatohana,5,2
229,Sd48e,Tokugozan,4,3
1428,Sd48w,Suzumura,0,7
217,Sd49e,Takanoumi,3,4
298,Sd49w,Takarafuji,4,3
2035,Sd50e,Hayate,2,5
354,Sd50w,Azumakaze,3,4
274,Sd51e,Wakanoshima,5,2
228,Sd51w,Raijinyama,4,3
333,Sd52e,Wakamitsuya,3,4
313,Sd52w,Azumayama,5,2
243,Sd53e,Akinohana,4,3
239,Sd53w,Maikaze,5,2
2271,Sd54e,Fukutoyama,2,5
529,Sd54w,Ushiwakamaru,2,5
336,Sd55e,Kawada,4,3
1502,Sd55w,Kisezakura,3,4
1555,Sd56e,Datenoumi,2,5
280,Sd56w,Shimatora,4,3
122,Sd57e,Futasewaka,3,4
307,Sd57w,Tsurunomori,1,6
318,Sd58e,Wakahoshu,6,1
170,Sd58w,Suginoyama,4,3
125,Sd59e,Munakata,4,3
184,Sd59w,Shiganoumi,4,3
249,Sd60e,Kotomiyake,3,4
206,Sd60w,Kotonoyama,5,2
103,Sd61e,Tochifudo,6,1
1546,Sd61w,Kishinosato,3,4
256,Sd62e,Kotohino,3,4
542,Sd62w,Akasaka,2,5
1570,Sd63e,Kiyominato,2,5
311,Sd63w,Naminooto,4,3
780,Sd64e,Terada,4,3
222,Sd64w,Sumanofuji,5,2
273,Sd65e,Tochimusashi,5,2
431,Sd65w,Shimazaki,2,5
341,Sd66e,Kotokonda,4,3
293,Sd66w,Kinshoyama,3,4
408,Sd67e,Wakatsuyoshi,2,5
1886,Sd67w,Genyuzan,3,4
135,Sd68e,Hokutoriki,4,3
221,Sd68w,Takayoshino,4,3
351,Sd69e,Imaarashi,1,6
403,Sd69w,Matsumoto,0,0
226,Sd70e,Wakatenro,3,4
244,Sd70w,Kaishozan,4,3
251,Sd71e,Wakahoryu,5,2
218,Sd71w,Wakakinryu,5,2
247,Sd72e,Moriyasu,2,5
266,Sd72w,Wakaseijo,3,4
260,Sd73e,Tochitaiho,3,4
1904,Sd73w,Kototao,4,2
199,Sd74e,Kuniazuma,0,0
211,Sd74w,Tsukasaryu,4,3
200,Sd75e,Tatsukabuto,6,1
267,Sd75w,Ryutenzan,3,4
297,Sd76e,Tsurunosato,3,4
368,Sd76w,Kamisawa,2,5
147,Sd77e,Minami,4,3
1835,Sd77w,Takamishin,2,5
254,Sd78e,Konoryu,1,6
1566,Sd78w,Katsurafuji,5,2
316,Sd79e,Wakatensho,4,3
377,Sd79w,Kasugaryu,3,4
250,Sd80e,Shindo,6,1
317,Sd80w,Yamamoto,3,4
2130,Sd81e,Dewanogo,5,2
373,Sd81w,Ishiguro,1,6
322,Sd82e,Kodo,3,4
473,Sd82w,Ishizawa,4,3
314,Sd83e,Daihoyama,2,5
224,Sd83w,Fujitora,4,3
2166,Sd84e,Yoshinohana,3,4
128,Sd84w,Nishikikaze,3,4
201,Sd85e,Takekaze,4,3
279,Sd85w,Chaen,5,2
194,Sd86e,Hidanodake,4,3
190,Sd86w,Wakasagara,2,5
285,Sd87e,Chiyotenma,4,3
179,Sd87w,Tenichi,4,3
1996,Sd88e,Ryuten,0,1
358,Sd88w,Oyashiki,3,4
230,Sd89e,Kiyoazuma,2,5
1674,Sd89w,Ryukiyama,2,5
387,Sd90e,Kantoryu,5,2
415,Sd90w,Kainohana,5,2
1805,Sd91e,Maedafuji,3,4
231,Sd91w,Kaneda,3,4
1633,Sd92e,Yoshiwaka,2,5
1985,Sd92w,Wakagoshi,5,2
237,Sd93e,Fujinokaze,4,3
2139,Sd93w,Tochikishu,5,2
1698,Sd94e,Oshiro,1,6
220,Sd94w,Kurosawa,3,4
320,Sd95e,Tominaga,3,4
286,Sd95w,Tamatochigi,4,3
198,Sd96e,Tsurusaki,6,1
380,Sd96w,Hisatsuryu,6,1
2071,Sd97e,Tachinoiwa,2,5
331,Sd97w,Onoshio,4,3
209,Sd98e,Asaota,4,3
2420,Sd98w,Fukukabuto,0,0
522,Sd99e,Kazuyutaka,3,4
216,Sd99w,Raiko,3,4
2134,Sd100e,Maeotori,0,0
232,Sd100w,Nanbara,5,2
2090,Jd1e,Hananosato,3,4
427,Jd1w,Ryushoyama,3,4
1779,Jd2e,Wakataka,0,0
2147,Jd2w,Koryu,3,4
259,Jd3e,Asakiumi,2,5
309,Jd3w,Denryu,3,4
282,Jd4e,Otsuna,5,2
310,Jd4w,Akiyama,7,0
262,Jd5e,Takenosato,4,3
2365,Jd5w,Minoruhana,1,6
2356,Jd6e,Kototanigawa,2,5
2117,Jd6w,Mukaiyama,4,3
1780,Jd7e,Wakaryuo,4,3
175,Jd7w,Ushiomaru,6,1
339,Jd8e,Hayasegawa,2,5
141,Jd8w,Sakaguchi,5,2
478,Jd9e,Hikonoyama,4,3
325,Jd9w,Datenishiki,3,4
515,Jd10e,Wakakomatsu,5,2
