id,rank,rikishi,w,l
1123,Y1e,Hakuho,13,2
2830,O1e,Kotooshu,3,8
7,O1w,Kaio,9,6
6432,O2e,Baruto,10,5
1111,O2w,Harumafuji,10,5
1226,S1e,Kotoshogiku,10,5
1235,S1w,Kisenosato,8,7
1219,K1e,Kakuryu,12,3
1227,K1w,Toyonoshima,5,10
6468,M1e,Goeido,11,4
2930,M1w,Tokusegawa,0,0
6018,M2e,Homasho,3,12
6473,M2w,Tochiozan,4,11
813,M3e,Kitataiki,3,12
89,M3w,Aminishiki,7,8
6463,M4e,Okinoumi,7,8
1284,M4w,Takekaze,7,8
6771,M5e,Aran,6,9
39,M5w,Wakanosato,7,8
5944,M6e,Tamawashi,7,8
6599,M6w,Tochinoshin,12,3
1011,M7e,Hakuba,0,0
5967,M7w,Yoshikaze,9,6
41,M8e,Kyokutenho,8,7
1141,M8w,Shotenro,4,11
7115,M9e,Tosayutaka,10,5
1009,M9w,Asasekiryu,7,8
865,M10e,Kasugao,0,0
900,M10w,Wakakoyu,8,7
1106,M11e,Koryu,0,0
6767,M11w,Tochinowaka,7,8
1136,M12e,Mokonami,0,0
6467,M12w,Toyohibiki,7,8
206,M13e,Kotokasuga,0,0
2818,M13w,Tokitenku,8,7
6572,M14e,Gagamaru,8,7
10,M14w,Tochinonada,6,9
875,M15e,Takamisakari,7,8
842,M16e,Miyabiyama,8,7
6753,M16w,Kaisei,10,5
6010,M17e,Kimurayama,7,8
6480,J1e,Takayasu,8,7
152,J1w,Tamanoshima,4,11
864,J2e,Bushuyama,5,10
2847,J2w,Masatsukasa,0,0
11728,J3e,Takarafuji,9,6
78,J3w,Toyozakura,0,0
6497,J4e,Daido,8,7
6620,J4w,Sakaizawa,0,0
1018,J5w,Shimotori,0,0
371,J6e,Kyokunankai,0,0
1187,J6w,Kokkai,5,10
113,J7e,Asofuji,0,0
8900,J7w,Akiseyama,4,11
2879,J8e,Sadanoumi,5,10
2851,J8w,Fujiazuma,9,6
6654,J9e,Masunoyama,9,6
2842,J9w,Sadanofuji,5,10
226,J10e,Wakatenro,0,0
1032,J10w,Hochiyama,7,8
2835,J11e,Shironoryu,5,10
6766,J11w,Kiyoseumi,0,0
6034,J12e,Sagatsukasa,13,2
795,J12w,Tamaasuka,8,7
6042,J13e,Masuraumi,5,10
296,J13w,Yoshiazuma,8,7
898,J14e,Chiyohakuho,0,0
1134,J14w,Tsurugidake,6,9
11786,Ms1e,Aoiyama,5,2
1204,Ms1w,Kakizoe,3,4
1215,Ms2e,Takanoyama,5,2
5988,Ms2w,Kanbayashi,4,3
2832,Ms3e,Arawashi,3,4
1190,Ms3w,Kaonishiki,5,2
1266,Ms4e,Nionoumi,3,4
6614,Ms4w,Matsutani,7,0
1104,Ms5e,Hoshihikari,0,0
2858,Ms5w,Tochitsubasa,2,5
6770,Ms6e,Minami,4,3
1241,Ms6w,Kitaharima,2,5
6552,Ms7e,Sotairyu,6,1
11726,Ms7w,Tokushoryu,3,4
11784,Ms8e,Myogiryu,4,3
6491,Ms8w,Ikioi,3,4
6642,Ms9e,Chiyonokuni,5,2
9064,Ms9w,Tochiyashiki,3,4
1054,Ms10e,Mochimaru,4,3
874,Ms10w,Hamanishiki,6,1
6643,Ms11e,Takateru,3,4
6600,Ms11w,Tochihiryu,3,4
7239,Ms12e,Kyokushuho,4,3
252,Ms12w,Rikiryu,1,6
6514,Ms13e,Byakko,2,5
135,Ms13w,Hokutoriki,0,0
69,Ms14e,Towanoyama,4,3
915,Ms14w,Daishoki,0,0
204,Ms15e,Ryuho,1,5
11729,Ms15w,Naoe,4,3
11934,Ms15TD,Meigetsuin,0,3
1097,Ms16e,Oniarashi,5,2
6436,Ms16w,Buseizan,4,3
7109,Ms17e,Chiyoarashi,5,2
7121,Ms17w,Tokushinho,4,3
6538,Ms18e,Satsumahibiki,2,5
6622,Ms18w,Kitazono,5,2
6612,Ms19e,Aozora,3,4
1058,Ms19w,Wakanoshima,3,4
8154,Ms20e,Higonojo,2,5
5985,Ms20w,Satoyama,5,2
6531,Ms21e,Asahisho,4,3
6512,Ms21w,Hishofuji,4,3
1053,Ms22e,Kasugakuni,2,5
6596,Ms22w,Kumagai,3,4
2820,Ms23e,Nakanokuni,3,4
940,Ms23w,Kotomisen,4,3
11850,Ms24e,Chiyozakura,6,1
662,Ms24w,Kotoyutaka,6,1
8901,Ms25e,Yamashita,1,6
96,Ms25w,Jumonji,0,0
365,Ms26e,Kotokuni,5,2
7138,Ms26w,Daishoumi,0,0
6594,Ms27e,Ryuden,4,3
6472,Ms27w,Teraomaru,2,5
929,Ms28e,Kirinowaka,0,0
2929,Ms28w,Kagamio,3,4
11764,Ms29e,Sakaguchi,2,2
7125,Ms29w,Terashita,2,5
9079,Ms30e,Kotoyuki,6,1
11724,Ms30w,Takanoiwa,1,2
6455,Ms31e,Hokuo,3,4
1031,Ms31w,Ryuo,4,3
489,Ms32e,Chokozan,3,4
2849,Ms32w,Wakaryusei,5,2
2909,Ms33e,Sakigake,3,4
6559,Ms33w,Seiro,2,5
1137,Ms34e,Sensho,5,2
1052,Ms34w,Kihonoumi,4,3
6476,Ms35e,Hakiai,4,3
6492,Ms35w,Araumi,2,5
300,Ms36e,Dairaido,4,3
11824,Ms36w,Saishin,0,0
5936,Ms37e,Kazafuzan,5,2
8903,Ms37w,Kei,5,2
6020,Ms38e,Migikataagari,3,4
784,Ms38w,Daishoyama,3,4
511,Ms39e,Yotsuguruma,3,4
6928,Ms39w,Chiyootori,6,1
5933,Ms40e,Kosei,4,3
6011,Ms40w,Fukunohana,1,6
6570,Ms41e,Fukugoriki,4,3
1273,Ms41w,Takakiho,2,5
6498,Ms42e,Tenroku,4,3
147,Ms42w,Toyonokuni,2,5
1214,Ms43e,Tokitsukasa,3,4
8904,Ms43w,Homarefuji,4,3
2834,Ms44e,Futeno,0,0
11723,Ms44w,Azumaryu,5,2
9077,Ms45e,Kamei,4,3
430,Ms45w,Tamao,1,6
6532,Ms46e,Daikamifusa,0,0
335,Ms46w,Shoketsu,3,4
2836,Ms47e,Katsunofuji,3,4
6646,Ms47w,Higoarashi,4,3
6483,Ms48e,Maeta,5,2
1406,Ms48w,Ryujinsakari,3,4
2882,Ms49e,Nankairiki,4,3
7111,Ms49w,Matsumoto,3,4
5984,Ms50e,Shirononami,0,0
11821,Ms50w,Ryuonami,5,2
2876,Ms51e,Tokachiumi,2,5
179,Ms51w,Tenichi,3,4
481,Ms52e,Enatsukasa,0,0
5953,Ms52w,Notozakura,5,2
1029,Ms53e,Kobo,0,0
6506,Ms53w,Kairyu,4,3
7127,Ms54e,Asabenkei,0,1
5943,Ms54w,Kaishin,2,5
11733,Ms55e,Takatoshi,3,4
9067,Ms55w,Akinokawa,3,4
550,Ms56e,Musashiumi,3,4
6458,Ms56w,Yamatofuji,3,4
7240,Ms57e,Chiyomaru,5,2
1046,Ms57w,Asatenmai,4,3
1122,Ms58e,Taiga,2,5
11727,Ms58w,Amatsu,4,3
2904,Ms59e,Kaorufuji,1,6
7143,Ms59w,Kawanari,4,3
7119,Ms60e,Tochinohama,4,3
6577,Ms60w,Takunishiki,5,2
11732,Sd1e,Takageppo,4,3
9110,Sd1w,Aokishin,0,7
126,Sd2e,Tochinoyama,4,3
9066,Sd2w,Akinoyama,2,5
6464,Sd3e,Suzaku,2,5
6636,Sd3w,Hokuoryu,2,5
2928,Sd4e,Fujimoto,6,1
6013,Sd4w,Dewahayate,5,2
497,Sd5e,Koshinoryu,3,4
6477,Sd5w,Mankajo,5,2
9097,Sd6e,Isanokuni,2,5
7147,Sd6w,Raiko,0,0
6607,Sd7e,Torugawa,4,3
7114,Sd7w,Tamadaiki,0,0
380,Sd8e,Higo,3,4
6632,Sd8w,Masumiura,4,3
1059,Sd9e,Sachiazuma,4,3
9118,Sd9w,Fukunokuni,3,4
136,Sd10e,Dewanosato,2,5
1010,Sd10w,Asanotosa,0,0
6585,Sd11e,Rendaiyama,5,2
6002,Sd11w,Musoketsu,1,6
6475,Sd12e,Masutoo,6,1
6515,Sd12w,Tokizakura,3,4
6554,Sd13e,Kotodaishin,3,4
11822,Sd13w,Sasakiyama,4,3
1103,Sd14e,Hoshizakura,5,2
1088,Sd14w,Chiyonishiki,4,3
1131,Sd15e,Bungonishiki,5,2
927,Sd15w,Kotootori,4,3
4981,Sd16e,Hamaeiko,3,4
533,Sd16w,Wakakengo,3,4
1270,Sd17e,Chiyonoshin,1,0
2852,Sd17w,Nishiuchi,3,4
1253,Sd18e,Hokkairyu,3,4
6588,Sd18w,Komanokuni,4,3
243,Sd19e,Isenohana,1,6
6023,Sd19w,Ryutei,2,5
1230,Sd20e,Miyamaru,3,4
7135,Sd20w,Hakunishiki,5,2
2911,Sd21e,Maegunzan,3,4
1115,Sd21w,Daionami,4,3
6756,Sd22e,Kisenowaka,2,5
11780,Sd22w,Aisaka,5,2
1062,Sd23e,Kakureizan,5,2
523,Sd23w,Gorikiyama,4,3
128,Sd24e,Nishikikaze,2,5
1026,Sd24w,Araumago,1,6
1127,Sd25e,Hokutokuni,7,0
6005,Sd25w,Higonoryu,2,5
6437,Sd26e,Mugendai,4,3
6012,Sd26w,Dewaotori,3,4
310,Sd27e,Akinomine,0,0
8899,Sd27w,Kyokutaisei,5,2
9075,Sd28e,Inoue,3,4
670,Sd28w,Toyohikari,4,3
1231,Sd29e,Yoshinokuni,3,4
11749,Sd29w,Mitoyutaka,4,3
1279,Sd30e,Kaishinho,1,6
5993,Sd30w,Otakayama,5,2
6769,Sd31e,Yamamotoyama,0,0
