id,rank,rikishi,w,l
2,Y1e,Takanohana,14,1
1,Y1w,Akebono,0,3
3,O1e,Wakanohana,0,4
4,O1w,Musashimaru,9,6
5,O2e,Takanonami,14,1
7,S1e,Kaio,10,5
12,S1w,Kotonishiki,9,6
13,K1e,Tosanoumi,8,7
6,K1w,Musoyama,10,5
18,M1e,Takatoriki,12,3
28,M1w,Mitoizumi,3,12
14,M2e,Kotonowaka,5,10
37,M2w,Kotoinazuma,2,13
49,M3e,Misugisato,6,9
16,M3w,Minatofuji,4,11
9,M4e,Akinoshima,9,6
21,M4w,Asahiyutaka,6,9
1286,M5e,Kenko,8,7
1288,M5w,Kotobeppu,4,11
23,M6e,Tochinowaka,6,9
30,M6w,Kitakachidoki,5,10
33,M7e,Terao,6,9
36,M7w,Asanosho,6,9
1287,M8e,Konishiki,7,8
45,M8w,Daishoho,7,8
1294,M9e,Naminohana,9,6
25,M9w,Hamanoshima,6,9
1290,M10e,Wakashoyo,0,0
1296,M10w,Kasugafuji,6,9
48,M11e,Oginohana,8,7
11,M11w,Aogiyama,8,7
15,M12e,Oginishiki,8,7
34,M12w,Asanowaka,8,7
1301,M13e,Kirishima,7,8
62,M13w,Daishi,8,7
26,M14e,Higonoumi,9,6
52,M14w,Tomonohana,7,8
42,M15e,Mainoumi,9,6
1295,M15w,Kyokudozan,9,6
17,M16e,Tamakasuga,10,5
44,J1e,Kushimaumi,7,8
53,J1w,Tokitsunada,7,8
24,J2e,Ganyu,9,6
27,J2w,Wakanojo,3,12
75,J3e,Daihisho,7,8
20,J3w,Shikishima,8,7
87,J4e,Wakanoyama,8,7
1292,J4w,Kotogaume,6,9
1299,J5e,Kiraiho,7,8
60,J5w,Toyonoumi,6,9
1291,J6e,Sunahama,8,7
1285,J6w,Asahisato,8,7
66,J7e,Wakahayato,10,5
29,J7w,Kotoryu,9,6
73,J8e,Kanechika,9,6
57,J8w,Yamato,6,9
1289,J9e,Rikio,10,5
35,J9w,Kyokushuzan,8,7
51,J10e,Daizen,9,6
22,J10w,Gojoro,9,6
74,J11e,Kotokanyu,8,7
1300,J11w,Daiki,8,7
8,J12e,Chiyotaikai,9,6
63,J12w,Otsukasa,4,11
68,J13e,Gokenzan,5,10
177,J13w,Mutetsuyama,8,7
1306,Ms1e,Hitachiryu,2,5
79,Ms1w,Kotofujimoto,4,3
1398,Ms2e,Nanfu,4,3
124,Ms2w,Saigo,5,2
55,Ms3e,Zenshinyama,4,3
19,Ms3w,Shiga,5,2
1297,Ms4e,Dairyu,2,5
160,Ms4w,Tatsuhikari,3,4
1305,Ms5e,Kyokugozan,2,5
1298,Ms5w,Kotoarashi,4,3
82,Ms6e,Tochitenko,3,4
54,Ms6w,Ohinode,0,2
1395,Ms7e,Daitengo,2,5
46,Ms7w,Dewaarashi,4,3
1492,Ms8e,Kusunosato,3,4
144,Ms8w,Ryudo,3,4
178,Ms9e,Shoeito,4,3
41,Ms9w,Kyokutenho,7,0
110,Ms10e,Wakakaze,3,4
119,Ms10w,Takamihana,5,2
2784,Ms11e,Tsuruga,1,6
77,Ms11w,Yutakafuji,5,2
70,Ms12e,Kitazakura,4,3
47,Ms12w,Chiyotenzan,4,3
236,Ms13e,Takanosho,2,5
117,Ms13w,Shirata,3,4
145,Ms14e,Mineyama,3,4
81,Ms14w,Wakakosho,3,4
133,Ms15e,Genkai,5,2
94,Ms15w,Kimenryu,3,4
245,Ms16e,Subaru,4,3
159,Ms16w,Kiyota,4,3
241,Ms17e,Haguroumi,2,5
59,Ms17w,Kanesaku,6,1
38,Ms18e,Toki,3,4
1336,Ms18w,Takanonada,2,5
109,Ms19e,Arauma,4,3
1328,Ms19w,Yamanakayama,2,5
102,Ms20e,Kyokubenten,4,3
58,Ms20w,Oikari,5,2
120,Ms21e,Aranonami,5,2
67,Ms21w,Tochinofuji,3,4
140,Ms22e,Ohidake,4,3
1591,Ms22w,Yamanoumi,4,3
223,Ms23e,Musashifuji,3,4
32,Ms23w,Akinoshu,3,4
191,Ms24e,Kiyonofuji,5,2
1341,Ms24w,Seifuriki,1,6
99,Ms25e,Ishide,2,5
84,Ms25w,Tomikaze,4,3
76,Ms26e,Hoshitango,3,4
146,Ms26w,Takaseyama,3,4
1293,Ms27e,Chiyonowaka,6,1
78,Ms27w,Toyozakura,5,2
43,Ms28e,Kanenoumi,2,5
234,Ms28w,Kotoasaki,2,5
123,Ms29e,Chiyonosho,5,2
268,Ms29w,Ueda,0,7
80,Ms30e,Nakanoyama,4,3
242,Ms30w,Hidakayama,1,6
85,Ms31e,Daikiyama,3,4
1318,Ms31w,Shigenoumi,4,3
71,Ms32e,Takaozaki,4,3
108,Ms32w,Ominato,3,4
101,Ms33e,Dewanofuji,4,3
169,Ms33w,Ryukayama,3,4
1715,Ms34e,Masakaze,4,3
151,Ms34w,Fukunoryu,4,3
174,Ms35e,Mutsuhokkai,3,4
83,Ms35w,Arashi,3,4
272,Ms36e,Shiunryu,2,5
1586,Ms36w,Daishinki,5,2
138,Ms37e,Sentoryu,5,2
72,Ms37w,Okamoto,5,2
227,Ms38e,Takanohikari,4,3
149,Ms38w,Ishizaki,3,4
212,Ms39e,Chiyononada,3,4
1616,Ms39w,Yukinoumi,2,5
96,Ms40e,Jumonji,3,4
143,Ms40w,Daiden,6,1
188,Ms41e,Genkainami,2,5
171,Ms41w,Tsuchihashi,4,3
95,Ms42e,Wakanomiya,5,2
238,Ms42w,Umenosato,1,6
153,Ms43e,Takinooto,2,5
283,Ms43w,Wakakudo,2,5
1331,Ms44e,Saganobori,0,0
106,Ms44w,Torafusuyama,5,2
121,Ms45e,Koriyama,4,3
1763,Ms45w,Amagifuji,3,4
134,Ms46e,Fukuzono,4,3
136,Ms46w,Dewanosato,4,3
86,Ms47e,Hiroseyama,2,5
131,Ms47w,Karatsunada,3,4
157,Ms48e,Tomoefuji,5,2
112,Ms48w,Gokokuyama,5,2
2398,Ms49e,Wakayashima,4,3
91,Ms49w,Hoshiandesu,3,4
126,Ms50e,Tochinoyama,1,6
97,Ms50w,Yachi,3,4
39,Ms51e,Kogawa,4,3
116,Ms51w,Nakao,4,3
156,Ms52e,Daihiryu,4,3
154,Ms52w,Ibusuki,1,6
287,Ms53e,Yamada,3,4
98,Ms53w,Shimanoryu,5,2
2528,Ms54e,Narimatsu,1,6
1314,Ms54w,Owakamatsu,5,2
1392,Ms55e,Akinokuni,3,4
127,Ms55w,Futatsukuni,3,4
261,Ms56e,Harimaumi,4,3
235,Ms56w,Kotoumeno,3,4
1428,Ms57e,Suzumura,3,4
1603,Ms57w,Naruarashi,3,4
1772,Ms58e,Taishiyama,3,4
104,Ms58w,Wakaazuma,4,3
1776,Ms59e,Fusakaze,4,3
1344,Ms59w,Akinomine,2,5
305,Ms60e,Bangakurai,4,3
428,Ms60w,Koganefuji,4,3
40,Ms60TD,Kumagaya,7,0
64,Ms60TD,Suzuki,6,1
10,Ms60TD,Goto,6,1
56,Ms60TD,Yanagawa,5,2
403,Sd1e,Matsumoto,2,5
192,Sd1w,Takaiyama,2,5
1775,Sd2e,Tamamusashi,4,3
1384,Sd2w,Takamio,5,2
183,Sd3e,Kaisei,3,4
1546,Sd3w,Kishinosato,2,5
1624,Sd4e,Fukujuryu,3,4
92,Sd4w,Haruyama,4,3
139,Sd5e,Kyokuryuzan,6,1
2399,Sd5w,Asai,3,4
115,Sd6e,Kabutonishiki,5,2
321,Sd6w,Haguronada,0,0
176,Sd7e,Narahikari,2,5
213,Sd7w,Tochishimizu,1,6
243,Sd8e,Akinohana,2,5
61,Sd8w,Tsutsumiuchi,4,3
187,Sd9e,Nakabuchi,3,4
255,Sd9w,Azumaumi,5,2
1649,Sd10e,Kosenryu,0,0
246,Sd10w,Kyokutenzan,4,3
1495,Sd11e,Aonoshima,3,4
1615,Sd11w,Minatoiwa,4,3
215,Sd12e,Atsumi,4,3
1880,Sd12w,Maeyutaka,3,4
107,Sd13e,Kasuganishiki,7,0
185,Sd13w,Yoshio,3,4
1566,Sd14e,Katsurafuji,2,5
266,Sd14w,Wakaseijo,2,5
186,Sd15e,Higashinogai,5,2
90,Sd15w,Yokota,4,3
2258,Sd16e,Kaitozan,3,4
319,Sd16w,Koganoyama,5,2
1901,Sd17e,Kosameryu,1,6
113,Sd17w,Asofuji,4,3
132,Sd18e,Kotonomine,4,3
1627,Sd18w,Kyokukoyama,5,2
1874,Sd19e,Kagamiwaka,2,5
93,Sd19w,Tamanohana,4,3
214,Sd20e,Toshinyama,3,4
1523,Sd20w,Tochiyutaka,5,2
1831,Sd21e,Takeyama,3,4
196,Sd21w,Sotogahama,3,4
233,Sd22e,Senshinryu,4,3
203,Sd22w,Komai,4,3
387,Sd23e,Kantoryu,1,6
273,Sd23w,Tochimusashi,0,1
2102,Sd24e,Tendoriki,2,4
1673,Sd24w,Tokuoyama,4,3
278,Sd25e,Matsunotani,2,5
224,Sd25w,Fujitora,2,5
205,Sd26e,Fujinohana,6,1
173,Sd26w,Takanagai,3,4
189,Sd27e,Dewaasahi,1,6
111,Sd27w,Tanimura,4,3
1902,Sd28e,Fusanosato,5,2
1991,Sd28w,Meitoriki,3,4
338,Sd29e,Wakabusho,5,2
1468,Sd29w,Narayama,5,2
304,Sd30e,Kaiten,4,3
254,Sd30w,Konoryu,3,4
307,Sd31e,Tsurunomori,4,3
142,Sd31w,Tsujimoto,6,1
193,Sd32e,Komachikara,5,2
211,Sd32w,Tsukasaryu,2,5
415,Sd33e,Kainohana,2,5
288,Sd33w,Tokotakara,3,4
251,Sd34e,Wakahoryu,3,4
240,Sd34w,Kida,4,3
155,Sd35e,Kitaazuma,2,5
208,Sd35w,Arawaka,4,3
180,Sd36e,Wakainami,3,4
336,Sd36w,Kawada,4,3
1904,Sd37e,Kototao,3,4
1537,Sd37w,Kiryuyama,3,4
286,Sd38e,Tamatochigi,2,5
207,Sd38w,Kotokusuwaka,4,3
158,Sd39e,Natsubori,5,2
258,Sd39w,Maeyamato,3,4
232,Sd40e,Nanbara,2,5
248,Sd40w,Masunosato,5,2
2085,Sd41e,Komoto,5,2
2251,Sd41w,Sakao,3,4
69,Sd42e,Otakayama,6,1
184,Sd42w,Shiganoumi,4,3
200,Sd43e,Tatsukabuto,3,4
368,Sd43w,Kamisawa,3,4
306,Sd44e,Wakayuki,4,3
228,Sd44w,Raijinyama,2,5
222,Sd45e,Sumanofuji,5,2
150,Sd45w,Tokiyutaka,5,2
313,Sd46e,Azumayama,2,5
274,Sd46w,Wakanoshima,4,3
1834,Sd47e,Wakaryusei,0,0
311,Sd47w,Naminooto,4,3
250,Sd48e,Shindo,3,4
1554,Sd48w,Ryuho,1,6
326,Sd49e,Tamanohikari,3,4
1672,Sd49w,Tochinoara,5,2
1886,Sd50e,Genyuzan,1,6
1502,Sd50w,Kisezakura,4,3
318,Sd51e,Wakahoshu,4,3
349,Sd51w,Sakai,3,4
165,Sd52e,Kawaguchi,4,3
170,Sd52w,Suginoyama,4,3
229,Sd53e,Tokugozan,3,4
161,Sd53w,Kotoishii,5,2
2035,Sd54e,Hayate,3,4
380,Sd54w,Hisatsuryu,2,5
1876,Sd55e,Yoshinoshima,0,0
198,Sd55w,Tsurusaki,0,0
1779,Sd56e,Wakataka,2,5
440,Sd56w,Kagejishi,4,3
372,Sd57e,Chokairyu,3,4
298,Sd57w,Takarafuji,5,2
137,Sd58e,Higotsukasa,6,1
281,Sd58w,Takaminobori,4,3
340,Sd59e,Taiju,2,5
341,Sd59w,Kotokonda,2,5
1985,Sd60e,Wakagoshi,3,4
237,Sd60w,Fujinokaze,3,4
2000,Sd61e,Tamaazuma,1,6
103,Sd61w,Tochifudo,4,3
529,Sd62e,Ushiwakamaru,5,2
2211,Sd62w,Kashimaumi,3,4
181,Sd63e,Mizuyutaka,4,3
309,Sd63w,Denryu,3,4
164,Sd64e,Dewasakai,4,3
220,Sd64w,Kurosawa,4,3
210,Sd65e,Minatohana,6,1
2383,Sd65w,Tamasuruga,5,2
2797,Sd66e,Tomonoumi,2,5
280,Sd66w,Shimatora,2,5
1658,Sd67e,Fusanoryu,4,3
217,Sd67w,Takanoumi,6,1
231,Sd68e,Kaneda,0,7
1762,Sd68w,Hagurosato,3,4
279,Sd69e,Chaen,4,3
343,Sd69w,Ezonoumi,4,3
354,Sd70e,Azumakaze,3,4
141,Sd70w,Sakaguchi,3,4
206,Sd71e,Kotonoyama,2,5
249,Sd71w,Kotomiyake,5,2
297,Sd72e,Tsurunosato,5,2
478,Sd72w,Hikonoyama,3,4
218,Sd73e,Takishita,3,4
2178,Sd73w,Toyoazuma,1,3
284,Sd74e,Chiyonomori,0,1
202,Sd74w,Teruazuma,4,3
197,Sd75e,Maenowaka,6,1
2271,Sd75w,Fukutoyama,3,4
276,Sd76e,Wakasatsuma,4,3
392,Sd76w,Koshiba,2,5
1570,Sd77e,Kiyominato,5,2
295,Sd77w,Kairanzan,2,5
128,Sd78e,Nishikikaze,5,2
2090,Sd78w,Hananosato,4,3
293,Sd79e,Kinshoyama,5,2
1746,Sd79w,Wakatoko,3,4
221,Sd80e,Takayoshino,5,2
2139,Sd80w,Tochikishu,4,3
390,Sd81e,Isonoumi,1,6
247,Sd81w,Moriyasu,2,5
322,Sd82e,Kodo,3,4
201,Sd82w,Takekaze,4,3
431,Sd83e,Shimazaki,3,4
473,Sd83w,Ishizawa,3,4
342,Sd84e,Morokuma,5,2
163,Sd84w,Senshuyama,4,3
463,Sd85e,Azumamine,2,5
282,Sd85w,Otsuna,4,3
292,Sd86e,Raizan,5,2
219,Sd86w,Takanami,4,3
125,Sd87e,Munakata,2,5
190,Sd87w,Wakasagara,3,4
1309,Sd88e,Tamakairiki,0,0
226,Sd88w,Wakatenro,3,4
373,Sd89e,Ishiguro,5,2
427,Sd89w,Ryushoyama,2,5
289,Sd90e,Murayoshi,2,5
135,Sd90w,Hokutoriki,6,1
175,Sd91e,Ushiomaru,4,3
1674,Sd91w,Ryukiyama,3,4
2533,Sd92e,Shiokaze,2,5
1972,Sd92w,Moriyama,7,0
1555,Sd93e,Datenoumi,4,3
2171,Sd93w,Tsurumayama,3,4
352,Sd94e,Wakahassun,2,5
377,Sd94w,Kasugaryu,3,4
2328,Sd95e,Shuho,0,7
457,Sd95w,Watanabe,3,2
1655,Sd96e,Kuroiwa,4,3
779,Sd96w,Chiyonohana,4,3
2044,Sd97e,Kotowakayama,4,3
182,Sd97w,Kyokuhikari,0,1
2117,Sd98e,Mitsukane,5,2
285,Sd98w,Chiyotenma,5,2
358,Sd99e,Oyashiki,5,2
413,Sd99w,Wakashoryu,3,4
780,Sd100e,Terada,3,4
2147,Sd100w,Koryu,3,4
494,Jd1e,Chiyonomai,4,3
259,Jd1w,Asakiumi,3,4
265,Jd2e,Hanada,6,1
1316,Jd2w,Shirasaki,0,0
1996,Jd3e,Ryuten,1,6
2380,Jd3w,Jakunenrin,4,3
408,Jd4e,Wakatsuyoshi,4,3
257,Jd4w,Chiyonokuni,5,2
366,Jd5e,Haruki,2,5
2130,Jd5w,Nishinohana,2,5
351,Jd6e,Imaarashi,4,3
2424,Jd6w,Tsumura,4,3
1966,Jd7e,Shimanowaka,3,4
1805,Jd7w,Maedafuji,3,4
1633,Jd8e,Yoshiwaka,3,4
1780,Jd8w,Wakaryuo,3,4
260,Jd9e,Tochitaiho,6,1
515,Jd9w,Wakakomatsu,4,3
1599,Jd10e,Matsumusashi,1,6
166,Jd10w,Daishoshi,3,4
456,Jd11e,Omusashi,3,4
239,Jd11w,Maikaze,4,3
337,Jd12e,Tamawaka,4,3
359,Jd12w,Akaike,1,5
122,Jd13e,Futasewaka,5,2
418,Jd13w,Okoyama,2,5
1490,Jd14e,Kototaikai,5,2
327,Jd14w,Wakayama,0,0
216,Jd15e,Raiko,5,2
1435,Jd15w,Shinshi,0,0
147,Jd16e,Minami,4,3
1835,Jd16w,Takamishin,4,3
2813,Jd17e,Aranoiwa,0,0
401,Jd17w,Kazusafuji,3,4
397,Jd18e,Hosojima,4,3
277,Jd18w,Wakaseiryu,2,5
406,Jd19e,Kisenishiki,3,4
2455,Jd19w,Tasai,2,5
538,Jd20e,Yashirotani,1,6
271,Jd20w,Tatsuyamaguchi,6,1
540,Jd21e,Shikinoumi,0,0
1698,Jd21w,Oshiro,2,5
565,Jd22e,Yoshinokuni,4,3
542,Jd22w,Akasaka,4,3
459,Jd23e,Asaizumi,5,2
2796,Jd23w,Chiyohikari,2,5
1671,Jd24e,Tochimiyama,3,4
545,Jd24w,Akizakura,5,2
264,Jd25e,Hokutowaka,3,4
552,Jd25w,Amorigawa,4,3
2324,Jd26e,Wakaotori,0,3
694,Jd26w,Senrisho,3,4
2166,Jd27e,Yoshinohana,4,3
301,Jd27w,Takao,3,4
204,Jd28e,Urasaki,5,2
410,Jd28w,Kyokuhoten,3,4
179,Jd29e,Tenichi,6,1
2017,Jd29w,Terunonada,0,0
199,Jd30e,Kuniazuma,5,2
2415,Jd30w,Wakayoshino,2,5
1931,Jd31e,Minekaze,4,3
363,Jd31w,Tsurunomai,3,4
2432,Jd32e,Saganoshima,4,3
371,Jd32w,Kyokunankai,3,4
486,Jd33e,Torii,3,4
616,Jd33w,Tsuda,1,1
2023,Jd34e,Takachikara,2,5
100,Jd34w,Shinmei,0,1
2400,Jd35e,Asahonda,5,2
554,Jd35w,Gankai,3,4
350,Jd36e,Tanaka,1,6
400,Jd36w,Terunobori,5,2
310,Jd37e,Akiyama,2,5
1525,Jd37w,Mieasahi,4,3
2453,Jd38e,Hoken,1,6
1482,Jd38w,Kotounryu,4,3
344,Jd39e,Misugiyutaka,5,2
2209,Jd39w,Komanowaka,3,4
314,Jd40e,Koyanagi,4,3
2420,Jd40w,Fukukabuto,4,3
426,Jd41e,Seidoyama,2,5
2134,Jd41w,Maeotori,4,3
468,Jd42e,Tsurunohana,3,4
1988,Jd42w,Keno,1,6
256,Jd43e,Kotohino,6,1
393,Jd43w,Asatozan,5,2
370,Jd44e,Osanai,4,3
490,Jd44w,Araumi,5,2
465,Jd45e,Tsuteno,3,4
2423,Jd45w,Hokushuzan,4,3
328,Jd46e,Fujishiro,2,5
225,Jd46w,Sekiyama,7,0
442,Jd47e,Hirohata,2,5
479,Jd47w,Hayashi,3,4
1965,Jd48e,Hiryusho,3,4
230,Jd48w,Kiyoazuma,5,2
441,Jd49e,Ryutozan,3,4
417,Jd49w,Kotoyamada,4,3
2556,Jd50e,Nagashima,0,0
498,Jd50w,Honma,5,2
601,Jd51e,Hosetsu,2,5
2421,Jd51w,Kobayashi,2,5
325,Jd52e,Datenishiki,6,1
262,Jd52w,Takenosato,4,3
391,Jd53e,Onowaka,2,5
244,Jd53w,Kaishozan,3,4
335,Jd54e,Nakahara,4,3
172,Jd54w,Yaezakura,2,5
376,Jd55e,Osakiyama,5,2
375,Jd55w,Nishide,4,3
253,Jd56e,Yoshigatake,3,4
348,Jd56w,Takahashi,3,4
433,Jd57e,Ebisunami,1,1
331,Jd57w,Onoshio,4,3
2187,Jd58e,Unkai,4,3
647,Jd58w,Kotoimura,3,4
2230,Jd59e,Fujinoto,3,4
1926,Jd59w,Bishamonten,3,4
263,Jd60e,Ichinohana,2,5
316,Jd60w,Wakatensho,6,1
658,Jd61e,Sanukiyama,4,3
547,Jd61w,Hoshikaze,2,5
2494,Jd62e,Chiba,4,3
374,Jd62w,Gotenzan,5,2
1853,Jd63e,Maedaiwa,0,7
2338,Jd63w,Tokisho,5,2
396,Jd64e,Minamoto,3,4
294,Jd64w,Tatsuoka,3,4
528,Jd65e,Raiho,4,3
2429,Jd65w,Takasusaki,0,0
1800,Jd66e,Omikaze,4,3
607,Jd66w,Hokutoryu,5,2
2233,Jd67e,Michinohana,2,5
512,Jd67w,Onoshima,4,3
412,Jd68e,Rikiazuma,3,4
471,Jd68w,Hokutofuji,5,2
567,Jd69e,Shibata,2,5
2465,Jd69w,Asakanagawa,4,3
425,Jd70e,Sakamoto,3,4
320,Jd70w,Tominaga,5,2
2071,Jd71e,Tachinoiwa,5,2
2365,Jd71w,Minoruhana,4,3
448,Jd72e,Nisshonada,4,3
2410,Jd72w,Togitani,3,4
602,Jd73e,Hokuyuho,1,6
2386,Jd73w,Dewanosho,4,3
466,Jd74e,Azumanami,1,6
2317,Jd74w,Maedaumi,0,0
474,Jd75e,Ai,3,4
460,Jd75w,Sugimoto,3,4
2414,Jd76e,Asanishiki,3,4
333,Jd76w,Wakamitsuya,6,1
356,Jd77e,Motohashi,1,2
500,Jd77w,Asahimori,4,3
475,Jd78e,Tamatsurumi,2,5
476,Jd78w,Aratobi,3,4
367,Jd79e,Yonemaru,3,4
537,Jd79w,Taiheizan,0,0
2405,Jd80e,Naniwa,0,0
2010,Jd80w,Kinoshita,0,0
592,Jd81e,Usami,1,6
290,Jd81w,Tamatsurugi,2,1
398,Jd82e,Hirosawa,4,3
1784,Jd82w,Naganuma,0,0
482,Jd83e,Seigo,3,4
2244,Jd83w,Wakakenshin,0,0
758,Jd84e,Tamakairyu,4,3
462,Jd84w,Nakagawara,2,5
522,Jd85e,Kazuyutaka,5,2
2531,Jd85w,Yamazaki,5,2
388,Jd86e,Toyoizumi,5,2
2425,Jd86w,Uemura,0,0
447,Jd87e,Hokutenzan,0,2
317,Jd87w,Yamamoto,6,1
2624,Jd88e,Kondo,4,3
275,Jd88w,Kaiseizan,3,4
505,Jd89e,Kato,2,5
532,Jd89w,Ichinoya,5,2
2574,Jd90e,Rikitenzan,4,3
209,Jd90w,Asaota,0,0
364,Jd91e,Hirokabuto,3,4
599,Jd91w,Hashimoto,2,5
365,Jd92e,Kotosakuta,6,1
399,Jd92w,Nagano,2,5
443,Jd93e,Hanaoka,4,3
378,Jd93w,Kai,4,3
644,Jd94e,Kotootoyama,5,2
435,Jd94w,Kurenoumi,3,4
464,Jd95e,Furuya,3,4
2814,Jd95w,Kakutozan,3,4
650,Jd96e,Toyokumono,1,6
346,Jd96w,Kotokoshino,2,2
525,Jd97e,Dewanoshin,4,3
2388,Jd97w,Fujiwaka,4,3
2182,Jd98e,Azumajo,3,4
639,Jd98w,Sano,2,5
324,Jd99e,Kyokushoten,2,5
2356,Jd99w,Kototanigawa,5,2
452,Jd100e,Oito,0,0
194,Jd100w,Hidanodake,5,2
2502,Jd101e,Asanishiharu,4,3
488,Jd101w,Hidemusashi,4,3
329,Jd102e,Itakura,3,4
454,Jd102w,Gotsukasa,5,2
270,Jd103e,Koshinoyama,0,0
312,Jd103w,Hokutomine,0,0
1890,Jd104e,Fujiryu,4,3
369,Jd104w,Kanko,3,4
2335,Jd105e,Ishihara,2,5
2471,Jd105w,Matsuki,0,0
2622,Jd106e,Takakobayashi,2,1
339,Jd106w,Wakakotetsu,6,1
2642,Jd107e,Wakayamamoto,1,6
299,Jd107w,Shotenzan,2,5
2577,Jd108e,Harada,2,5
355,Jd108w,Toyodome,4,3
2419,Jd109e,Murata,3,4
630,Jd109w,Tamanosho,4,3
635,Jd110e,Azumadake,4,3
386,Jd110w,Sasaki,3,4
385,Jd111e,Ogiryu,3,4
2599,Jd111w,Hideyoshi,5,2
589,Jd112e,Otsukuba,2,5
2306,Jd112w,Gaizan,0,0
544,Jd113e,Hideazuma,4,3
2544,Jd113w,Mochizuki,0,0
357,Jd114e,Okawara,5,2
2301,Jd114w,Okazaki,1,6
2626,Jd115e,Kitanomine,6,1
742,Jd115w,Hatakaze,3,4
2547,Jd116e,Morikawa,5,2
303,Jd116w,Futaseumi,6,1
583,Jd117e,Tachibana,3,4
2572,Jd117w,Hokutonami,4,3
267,Jd118e,Ryutenzan,7,0
420,Jd118w,Hokutosho,3,4
2344,Jd119e,Tamatsuyoshi,2,5
491,Jd119w,Iso,0,0
582,Jd120e,Someya,4,3
604,Jd120w,Teuriumi,3,4
2501,Jd121e,Takano,2,5
2601,Jd121w,Takekuni,4,3
2570,Jd122e,Hokutohana,4,3
2532,Jd122w,Fudoriki,0,0
590,Jd123e,Fusanonami,3,4
353,Jd123w,Nagura,5,2
510,Jd124e,Hidenishiki,3,4
495,Jd124w,Katsutanishiki,2,5
472,Jd125e,Togo,4,3
2548,Jd125w,Tsurunakamura,3,4
2165,Jd126e,Rikikaze,3,4
422,Jd126w,Nakanishi,4,3
404,Jd127e,Hirano,3,4
509,Jd127w,Wakayanagi,5,2
646,Jd128e,Maekoryu,3,4
762,Jd128w,Yamaya,4,3
414,Jd129e,Kyokushoho,1,6
2381,Jd129w,Keiryu,6,1
446,Jd130e,Shoji,4,3
467,Jd130w,Daigo,5,2
524,Jd131e,Eriguchi,5,2
394,Jd131w,Seiryu,3,4
499,Jd132e,Tomonofuji,3,4
633,Jd132w,Hayakaze,2,5
1868,Jd133e,Tatsunoyama,0,0
648,Jd133w,Tensho,5,2
291,Jd134e,Nakatani,1,6
541,Jd134w,Hoshiazuma,3,4
2454,Jd135e,Saito,2,5
651,Jd135w,Hiranoyama,4,3
445,Jd136e,Kajima,4,3
519,Jd136w,Hayate,6,1
623,Jd137e,Maenyudo,1,6
2310,Jd137w,Adachi,4,3
521,Jd138e,Iwatoumi,2,5
323,Jd138w,Saotome,4,3
480,Jd139e,Hashinomoto,3,4
576,Jd139w,Nishino,3,4
610,Jd140e,Dewanoyu,4,3
381,Jd140w,Ishikawa,4,3
557,Jd141e,Azumahana,1,6
2194,Jd141w,Akanefuji,0,1
421,Jd142e,Minezakura,5,2
461,Jd142w,Nakano,5,2
2655,Jd143e,Oyagyu,2,5
2441,Jd143w,Katsumiyama,2,5
1878,Jd144e,Ohara,5,2
345,Jd144w,Shinkairiki,4,3
416,Jd145e,Obamayama,3,4
470,Jd145w,Terusegawa,3,4
483,Jd146e,Sakuraiyama,3,4
269,Jd146w,Hama,4,3
523,Jd147e,Mitanishiki,2,5
424,Jd147w,Oazuma,0,0
2506,Jd148e,Shiraishi,5,2
2099,Jd148w,Tsuge,3,4
605,Jd149e,Kabutoo,4,3
458,Jd149w,Azumao,6,1
477,Jd150e,Raitenzan,4,3
485,Jd150w,Asanokiri,4,3
579,Jd151e,Tamahoriki,2,5
2590,Jd151w,Nakamurayama,1,6
715,Jd152e,Kuwayama,4,3
514,Jd152w,Takanomori,6,1
504,Jd153e,Kainowaka,3,4
696,Jd153w,Sakurai,0,4
389,Jd154e,Iida,4,3
559,Jd154w,Tomokiyama,3,4
436,Jd155e,Hattoriyama,2,5
2557,Jd155w,Takamiya,5,2
575,Jd156e,Matsunoryu,3,4
2583,Jd156w,Kyokusuiyama,2,0
449,Jd157e,Komahibiki,4,3
2637,Jd157w,Sokenzan,2,5
402,Jd158e,Kotoii,3,4
434,Jd158w,Endo,4,3
2352,Jd159e,Mitsueumi,0,0
606,Jd159w,Ogata,5,2
450,Jd160e,Adachifuji,5,2
2568,Jd160w,Kantozan,6,1
361,Jd161e,Fukutaro,5,2
620,Jd161w,Takewaka,2,5
2636,Jd162e,Maeda,4,3
611,Jd162w,Kotofuchiwaki,3,4
608,Jd163e,Kotobuki,3,4
2296,Jd163w,Nishikawa,0,0
637,Jd164e,Onofuji,3,4
624,Jd164w,Kariya,4,3
676,Jd165e,Minozakura,1,6
379,Jd165w,Satani,4,3
2476,Jd166e,Takamimaru,5,2
497,Jd166w,Sasakiyama,3,4
432,Jd167e,Kuboyama,4,3
573,Jd167w,Daido,3,4
2610,Jd168e,Takenouchi,2,5
2538,Jd168w,Nagaiyama,4,3
484,Jd169e,Kainonami,5,2
481,Jd169w,Mizuno,0,4
659,Jd170e,Okida,2,5
455,Jd170w,Tamaraiko,4,3
720,Jd171e,Akiasahi,3,4
549,Jd171w,Tamatoumi,5,2
